hhid,tipo,tcuerda,p16a07a,p16a07b
4287.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4288.0,agricola,cuerda/tarea de 25 varas por lado,16.0,cuerda
4289.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
4290.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
4291.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,35.0,cuerda
4292.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
4293.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4293.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4295.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4295.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,80.0,cuerda
4296.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
4297.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4298.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4299.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4299.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4301.0,agricola,cuerda/tarea de 25 varas por lado,3.0,cuerda
4303.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
4304.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4305.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4306.0,agricola,cuerda/tarea de 25 varas por lado,4.0,cuerda
4307.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4308.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4308.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4308.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
4309.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4310.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4310.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4311.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4311.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4311.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4312.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4313.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4313.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4315.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4315.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
4315.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4315.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4317.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4317.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4318.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,16.0,cuerda
4318.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,16.0,cuerda
4319.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4319.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
4320.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4320.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4321.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4321.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4322.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
4323.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4323.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4323.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4324.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,18.0,cuerda
4325.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4325.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4326.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4326.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4327.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4328.0,agricola,cuerda/tarea de 25 varas por lado,50.0,cuerda
4329.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4329.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
4330.0,agricola,cuerda/tarea de 25 varas por lado,15.0,cuerda
4332.0,agricola,cuerda/tarea de 25 varas por lado,30.0,cuerda
4333.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
4333.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4334.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4334.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,13.0,cuerda
4335.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
4336.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
4336.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,14.0,cuerda
4338.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4339.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4340.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,18.0,cuerda
4340.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,13.0,cuerda
4341.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4342.0,agricola,cuerda/tarea de 25 varas por lado,20.0,cuerda
4343.0,agricola,cuerda/tarea de 25 varas por lado,2.0,cuerda
4343.0,agricola,cuerda/tarea de 25 varas por lado,6.0,cuerda
4344.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
4347.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4347.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
4349.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4349.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4350.0,agricola,cuerda/tarea de 25 varas por lado,12.0,cuerda
4351.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,45.0,cuerda
4351.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,45.0,cuerda
4352.0,agricola,cuerda/tarea de 25 varas por lado,13.0,cuerda
4354.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
4357.0,agricola,cuerda/tarea de 25 varas por lado,18.0,cuerda
4358.0,agricola,cuerda/tarea de 25 varas por lado,4.0,cuerda
4359.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4359.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4359.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4361.0,agricola,cuerda/tarea de 25 varas por lado,2.0,cuerda
4362.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,60.0,cuerda
4362.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,21.0,cuerda
4363.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
4365.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,12.0,cuerda
4365.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4366.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4366.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4366.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4370.0,agricola,cuerda/tarea de 25 varas por lado,1.0,cuerda
4371.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,38.0,cuerda
4372.0,agricola,cuerda/tarea de 25 varas por lado,8.0,cuerda
4372.0,agricola,cuerda/tarea de 25 varas por lado,18.0,cuerda
4372.0,agricola,cuerda/tarea de 25 varas por lado,9.0,cuerda
4373.0,agricola,cuerda/tarea de 25 varas por lado,7.0,cuerda
4373.0,agricola,cuerda/tarea de 25 varas por lado,12.0,cuerda
4373.0,agricola,cuerda/tarea de 25 varas por lado,12.0,cuerda
4376.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4376.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4377.0,agricola,cuerda/tarea de 25 varas por lado,1.0,cuerda
4378.0,agricola,cuerda/tarea de 25 varas por lado,1.0,cuerda
4380.0,agricola,cuerda/tarea de 25 varas por lado,6.0,cuerda
4383.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4383.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4384.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1300.0,cuerda
4385.0,agricola,cuerda/tarea de 25 varas por lado,200.0,cuerda
4386.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.7999999523162842,manzana
4388.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,45.0,manzana
4388.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,64.0,manzana
4390.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,200.0,cuerda
4390.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,100.0,cuerda
4403.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
4404.0,agricola,cuerda/tarea de 25 varas por lado,6.0,cuerda
4404.0,agricola,cuerda/tarea de 25 varas por lado,7.0,cuerda
4404.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
4405.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
4407.0,agricola,cuerda/tarea de 25 varas por lado,8.0,cuerda
4409.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,48.0,cuerda
4411.0,agricola,cuerda/tarea de 25 varas por lado,15.0,cuerda
4412.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.5,cuerda
4413.0,agricola,cuerda/tarea de 25 varas por lado,40.0,cuerda
4413.0,agricola,cuerda/tarea de 25 varas por lado,30.0,cuerda
4415.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,50.0,cuerda
4417.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
4417.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
4418.0,agricola,cuerda/tarea de 25 varas por lado,30.0,cuerda
4420.0,agricola,cuerda/tarea de 25 varas por lado,200.0,cuerda
4423.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4425.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4428.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
4428.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
4430.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,65.0,cuerda
4430.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,75.0,cuerda
4431.0,agricola,cuerda/tarea de 25 varas por lado,4.0,cuerda
4432.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,60.0,cuerda
4432.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
4433.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,60.0,cuerda
4433.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
4434.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,35.0,cuerda
4434.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4435.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,350.0,cuerda
4436.0,agricola,cuerda/tarea de 25 varas por lado,15.0,cuerda
4437.0,agricola,cuerda/tarea de 25 varas por lado,12.0,cuerda
4438.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4439.0,agricola,cuerda/tarea de 25 varas por lado,25.0,cuerda
4440.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4440.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4441.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4441.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4442.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4443.0,agricola,cuerda/tarea de 25 varas por lado,3.0,cuerda
4444.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
4445.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4446.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4446.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4446.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4447.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4448.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4448.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4449.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4449.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,36.0,cuerda
4449.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4450.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4451.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
4453.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4454.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4455.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,7.0,cuerda
4456.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,9.0,cuerda
4457.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
4458.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
4459.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
4460.0,agricola,cuerda/tarea de 25 varas por lado,7.0,cuerda
4460.0,agricola,cuerda/tarea de 25 varas por lado,15.0,cuerda
4460.0,agricola,cuerda/tarea de 25 varas por lado,6.0,cuerda
4461.0,agricola,cuerda/tarea de 25 varas por lado,16.0,cuerda
4461.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
4461.0,agricola,cuerda/tarea de 25 varas por lado,4.0,cuerda
4462.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
4462.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,12.0,cuerda
4462.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4463.0,agricola,cuerda/tarea de 25 varas por lado,26.0,cuerda
4463.0,agricola,cuerda/tarea de 25 varas por lado,6.0,cuerda
4464.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4464.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4465.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4465.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4465.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4466.0,agricola,cuerda/tarea de 25 varas por lado,8.0,cuerda
4466.0,agricola,cuerda/tarea de 25 varas por lado,4.0,cuerda
4467.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
4467.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
4467.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
4468.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
4468.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
4468.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
4469.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
4469.0,agricola,cuerda/tarea de 25 varas por lado,8.0,cuerda
4469.0,agricola,cuerda/tarea de 25 varas por lado,6.0,cuerda
4470.0,agricola,cuerda/tarea de 25 varas por lado,20.0,cuerda
4470.0,agricola,cuerda/tarea de 25 varas por lado,2.0,cuerda
4471.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4471.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,3.0,cuerda
4471.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4472.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4473.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4473.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,12.0,cuerda
4473.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,11.0,cuerda
4474.0,agricola,cuerda/tarea de 25 varas por lado,30.0,cuerda
4475.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4476.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,50.0,cuerda
4476.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,85.0,cuerda
4476.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4478.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4480.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4480.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4480.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,12.0,cuerda
4481.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,15.0,cuerda
4481.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4482.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,30.0,cuerda
4482.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,28.0,cuerda
4482.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,14.0,cuerda
4484.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,40.0,cuerda
4486.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4486.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,90.0,cuerda
4487.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,105.0,cuerda
4489.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
4491.0,agricola,cuerda/tarea de 25 varas por lado,15.0,cuerda
4491.0,agricola,cuerda/tarea de 25 varas por lado,10.0,cuerda
4492.0,agricola,cuerda/tarea de 25 varas por lado,15.0,cuerda
4492.0,agricola,cuerda/tarea de 25 varas por lado,15.0,cuerda
4493.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4493.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4494.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
4495.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,20.0,cuerda
4496.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,18.0,cuerda
4497.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4497.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
4499.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,10.0,cuerda
4501.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,6.0,cuerda
4502.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,5.0,cuerda
4503.0,agricola,cuerda/tarea de 25 varas por lado,6.0,cuerda
4508.0,agricola,cuerda/tarea de 25 varas por lado,15.0,cuerda
4508.0,agricola,cuerda/tarea de 25 varas por lado,15.0,cuerda
4508.0,agricola,cuerda/tarea de 25 varas por lado,5.0,cuerda
4510.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,13.0,cuerda
4512.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,7.0,cuerda
4515.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,10.0,cuerda
4517.0,mixta (agricola y pecuaria),cuerda/tarea de 30 varas por lado,2.0,cuerda
4521.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
4522.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,1.0,cuerda
4523.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
4524.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,8.0,cuerda
4525.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,4.0,cuerda
4526.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
4526.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
4527.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
4528.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
4529.0,agricola,cuerda/tarea de 25 varas por lado,2.0,cuerda
4530.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,2.0,cuerda
4531.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
4531.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,25.0,cuerda
4532.0,mixta (agricola y pecuaria),cuerda/tarea de 25 varas por lado,9.0,cuerda
