hhid,p10d01,p10d03,p10d04,p10d06,p10e05a
621,no,missing,missing,missing,missing
622,no,missing,missing,missing,missing
623,missing,missing,missing,missing,missing
624,no,missing,missing,missing,missing
625,no,missing,missing,missing,missing
626,no,missing,missing,missing,missing
627,no,missing,missing,missing,missing
628,no,missing,missing,missing,missing
629,no,missing,missing,missing,missing
630,no,missing,missing,missing,missing
631,si, personal directivo de la admon publica y de las empresas, industria manufacturera,como empleado u obrero de una empresa privada,missing
632,no,missing,missing,missing,missing
633,no,missing,missing,missing,missing
634,no,missing,missing,missing,missing
635,no,missing,missing,missing,missing
636,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como empleado u obrero de una empresa privada,missing
637,no,missing,missing,missing,missing
638,si, operadores de instalaciones y maquinas y montadores, industria manufacturera,como empleado u obrero de una empresa privada,missing
639,no,missing,missing,missing,missing
640,no,missing,missing,missing,missing
641,missing,missing,missing,missing,missing
642,no,missing,missing,missing,missing
643,no,missing,missing,missing,missing
644,no,missing,missing,missing,missing
645,no,missing,missing,missing,missing
646,missing,missing,missing,missing,missing
647,no,missing,missing,missing,missing
648,si," profesionales, cientificos  e  intelectuales", servicios financieros,como empleado u obrero de una empresa privada,missing
649,no,missing,missing,missing,missing
650,no,missing,missing,missing,missing
651,no,missing,missing,missing,missing
652,no,missing,missing,missing,missing
653,no,missing,missing,missing,missing
654,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,missing
655,no,missing,missing,missing,missing
656,no,missing,missing,missing,missing
657,si, operadores de instalaciones y maquinas y montadores, servicios financieros,como jornalero o peon,missing
658,no,missing,missing,missing,missing
659,no,missing,missing,missing,missing
660,no,missing,missing,missing,missing
661,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado (a) domestico (a),missing
662,no,missing,missing,missing,missing
663,no,missing,missing,missing,missing
664,no,missing,missing,missing,missing
665,no,missing,missing,missing,missing
666,no,missing,missing,missing,missing
667,no,missing,missing,missing,missing
668,no,missing,missing,missing,missing
669,no,missing,missing,missing,missing
670,no,missing,missing,missing,missing
671,no,missing,missing,missing,missing
672,no,missing,missing,missing,missing
673,no,missing,missing,missing,missing
674,no,missing,missing,missing,missing
675,no,missing,missing,missing,missing
676,no,missing,missing,missing,missing
677,no,missing,missing,missing,missing
678,no,missing,missing,missing,missing
679,si," profesionales, cientificos  e  intelectuales", enseÑanza,como empleado u obrero de una empresa privada,missing
680,no,missing,missing,missing,missing
681,no,missing,missing,missing,no
682,si," profesionales, cientificos  e  intelectuales", servicios financieros,como empleado u obrero de una empresa privada,missing
683,missing,missing,missing,missing,missing
684,missing,missing,missing,missing,missing
685,no,missing,missing,missing,missing
686,si, operarios y artesanos de artes mecanicas y otros oficios," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,missing
687,no,missing,missing,missing,missing
688,no,missing,missing,missing,missing
689,si, operarios y artesanos de artes mecanicas y otros oficios, comercio,trabajador por su cuenta o en su finca,missing
690,no,missing,missing,missing,missing
691,si, trabajadores no calificados, servicios financieros,como empleado u obrero de una empresa privada,missing
692,no,missing,missing,missing,missing
693,no,missing,missing,missing,missing
694,no,missing,missing,missing,missing
695,no,missing,missing,missing,missing
696,si, agricultores y trab. calificados agropecuarios y pesqueros," transporte, almacenamiento y comunicaciones",trabajador por su cuenta o en su finca,missing
697,no,missing,missing,missing,missing
698,no,missing,missing,missing,missing
699,no,missing,missing,missing,missing
700,no,missing,missing,missing,missing
701,no,missing,missing,missing,missing
702,si, operarios y artesanos de artes mecanicas y otros oficios, servicios financieros,como dueÑo o patron de empresa o finca o como socio activo,missing
703,no,missing,missing,missing,missing
704,no,missing,missing,missing,missing
705,no,missing,missing,missing,missing
706,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como empleado de gobierno,missing
707,no,missing,missing,missing,missing
708,si, agricultores y trab. calificados agropecuarios y pesqueros," transporte, almacenamiento y comunicaciones",trabajador por su cuenta o en su finca,missing
709,no,missing,missing,missing,missing
710,si," profesionales, cientificos  e  intelectuales", industria manufacturera,como empleado u obrero de una empresa privada,missing
711,no,missing,missing,missing,missing
712,si, operarios y artesanos de artes mecanicas y otros oficios, comercio,como empleado u obrero de una empresa privada,missing
713,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
714,no,missing,missing,missing,missing
715,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
716,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
717,no,missing,missing,missing,missing
718,no,missing,missing,missing,missing
719,si, agricultores y trab. calificados agropecuarios y pesqueros," transporte, almacenamiento y comunicaciones",trabajador por su cuenta o en su finca,missing
720,no,missing,missing,missing,missing
721,no,missing,missing,missing,missing
722,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,missing
723,no,missing,missing,missing,missing
724,no,missing,missing,missing,missing
725,no,missing,missing,missing,missing
726,no,missing,missing,missing,missing
727,no,missing,missing,missing,missing
728,si, personal directivo de la admon publica y de las empresas, servicios financieros,como empleado u obrero de una empresa privada,missing
729,no,missing,missing,missing,missing
730,no,missing,missing,missing,missing
731,no,missing,missing,missing,missing
732,no,missing,missing,missing,missing
733,si, operarios y artesanos de artes mecanicas y otros oficios," servicios de salud, sociales y personales",trabajador por su cuenta o en su finca,missing
734,no,missing,missing,missing,missing
735,si, tecnicos y profesionales de nivel medio, servicios financieros,como empleado u obrero de una empresa privada,missing
736,si, trab. de los servicios y vend. de comercios y mercados, comercio,trabajador por su cuenta o en su finca,missing
737,no,missing,missing,missing,missing
738,no,missing,missing,missing,missing
739,si," profesionales, cientificos  e  intelectuales", comercio,como empleado u obrero de una empresa privada,missing
740,si, empleados de oficina," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,missing
741,no,missing,missing,missing,missing
742,no,missing,missing,missing,missing
743,no,missing,missing,missing,missing
744,missing,missing,missing,missing,missing
745,no,missing,missing,missing,missing
746,no,missing,missing,missing,missing
747,no,missing,missing,missing,missing
748,missing,missing,missing,missing,missing
749,no,missing,missing,missing,missing
750,no,missing,missing,missing,missing
751,no,missing,missing,missing,missing
752,no,missing,missing,missing,missing
753,no,missing,missing,missing,missing
754,no,missing,missing,missing,missing
755,no,missing,missing,missing,missing
756,no,missing,missing,missing,missing
757,si, agricultores y trab. calificados agropecuarios y pesqueros, industria manufacturera,como jornalero o peon,missing
758,missing,missing,missing,missing,missing
759,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",como empleado u obrero de una empresa privada,missing
760,no,missing,missing,missing,missing
761,si, agricultores y trab. calificados agropecuarios y pesqueros, industria manufacturera,como jornalero o peon,missing
762,si, agricultores y trab. calificados agropecuarios y pesqueros, industria manufacturera,como jornalero o peon,missing
763,si, agricultores y trab. calificados agropecuarios y pesqueros, industria manufacturera,como jornalero o peon,missing
764,si, agricultores y trab. calificados agropecuarios y pesqueros," transporte, almacenamiento y comunicaciones",como jornalero o peon,missing
765,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,missing
766,si, tecnicos y profesionales de nivel medio, industria manufacturera,como empleado u obrero de una empresa privada,missing
767,no,missing,missing,missing,missing
768,no,missing,missing,missing,missing
769,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,trabajador por su cuenta o en su finca,missing
