hhid,batteries_cooking,batteries_home_business,batteries_household,batteries_other,candles_cooking,candles_home_business,candles_household,candles_other,charcoal_cooking,charcoal_home_business,charcoal_household,charcoal_other,electricity_cooking,electricity_home_business,electricity_household,electricity_other,kerosene_cooking,kerosene_home_business,kerosene_household,kerosene_other,other_energy_cooking,other_energy_home_business,other_energy_household,other_energy_other,propane_gas_cooking,propane_gas_home_business,propane_gas_household,propane_gas_other
3143,si,no,no,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing
3144,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,si,no,no,no,no,no,si,missing
3145,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3146,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3147,si,no,no,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3148,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3149,si,no,no,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,no,no,no,si,missing,missing,missing,missing,no,no,si,missing
3150,no,no,si,missing,no,no,si,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3151,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3152,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3153,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3154,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3155,si,no,no,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3156,missing,missing,missing,missing,no,no,no,missing,no,no,si,no,no,si,si,no,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,missing
3157,no,no,si,missing,no,no,si,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3158,no,no,si,missing,si,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3159,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3160,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3161,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3162,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3163,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3164,no,no,si,missing,si,no,no,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3165,si,no,si,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3166,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3167,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3168,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3169,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3170,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,0.0,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3171,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,0.0,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3172,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,0.0,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3173,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,0.0,no,no,si,0.0,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3174,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,0.0,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3175,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,0.0,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3176,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,0.0,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3177,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,0.0,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3178,missing,missing,missing,missing,no,no,si,missing,no,no,si,0.0,no,no,si,0.0,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3179,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,0.0,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3180,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,no,no,si,missing
3181,no,no,si,missing,no,si,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3182,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3183,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3184,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3185,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,no,no,si,missing
3186,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3187,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3188,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,si,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3189,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3190,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
3191,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,si,no,no,no,missing,missing,missing,missing,missing,missing,missing,missing
3192,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3193,no,no,si,missing,si,no,si,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
3194,missing,missing,missing,missing,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3195,no,no,si,missing,si,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3196,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3197,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
3198,no,no,si,missing,si,no,si,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
3199,si,no,si,missing,si,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3200,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,si,no,si,no,missing,missing,missing,missing,no,no,si,missing
3201,missing,missing,missing,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3202,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3203,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3204,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,missing
3205,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3206,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3207,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
3208,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
3209,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3210,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
3211,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,si,no,no,no,missing,missing,missing,missing,missing,missing,missing,missing
3212,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
3213,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
3214,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
3215,si,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
3216,no,no,si,missing,si,no,no,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
3217,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
3218,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
3219,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
3220,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
3221,no,no,si,missing,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,si,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
3222,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
3223,no,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
3224,no,no,si,missing,no,no,si,missing,missing,missing,missing,missing,no,no,si,no,no,no,si,no,missing,missing,missing,missing,missing,missing,missing,missing
3225,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,no,no,si,missing
3226,si,no,si,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,no,no,si,no,missing,missing,missing,missing,no,no,si,missing
